Subclass,Order,Superfamily,Family,Species_ID,Biovolume_mm3,Genus,Species,B0 Order
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec79,60153.82145,Pectinidae,Pectinidae sp. b,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec80,59622.58955,Pectinidae,Pectinidae sp. c,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec81,8437.745831,Pectinidae,Pectinidae sp. d,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec88,8437.745831,Pectinidae,Pectinidae sp.,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec89,18996.70784,Pectinidae,Pectinidae sp. e,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec67,7101154.293,Placopecten,Placopecten magellanicus,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec86,67780.00307,Pseudamussium,Pseudamussium clavatum,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Pectinidae,Pec36,486540.2099,Zygochlamys,Zygochlamys patagonica,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro14,1152.335152,Bathypecten,Bathypecten sp. d,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro63,1152.335152,Bathypecten,Bathypecten sp. a,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro64,1152.335152,Bathypecten,Bathypecten sp. b,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro65,1152.335152,Bathypecten,Bathypecten sp. c,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro66,1152.335152,Bathypecten,Bathypecten sp. e,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro20,1152.335152,Bathypecten ,Bathypecten eucymatus,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro16,246.0349711,Cyclopecten,Cyclopecten sp. a,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro17,246.0349711,Cyclopecten,Cyclopecten sp. zg,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro19,291.1392099,Cyclopecten,Cyclopecten ambiannulatus,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro37,438.976,Cyclopecten,Cyclopecten pustulosus,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro41,95.37705571,Cyclopecten,Cyclopecten simplex,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro71,246.0349711,Cyclopecten,Cyclopecten sp. ze,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro72,246.0349711,Cyclopecten,Cyclopecten sp. zf,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro73,246.0349711,Cyclopecten,Cyclopecten sp. c,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro15,164.1093632,Parvamussium,Parvamussium lucidum,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro46,21.22350941,Parvamussium,Parvamussium obliquum,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro59,164.1093632,Parvamussium,Parvamussium sp. a,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro60,164.1093632,Parvamussium,Parvamussium sp. b,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro61,164.1093632,Parvamussium,Parvamussium sp. q,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro62,164.1093632,Parvamussium,Parvamussium sp. z,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro67,164.1093632,Parvamussium,Parvamussium thalassinum,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro74,164.1093632,Parvamussium,Parvamussium sp. d,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro22,547.5563623,Parvamussium ,Parvamussium permirum,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro1,7108.304219,Propeamussium,Propeamussium meridionale,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro23,816.217279,Propeamussium,Propeamussium lucidum,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro75,2924.531756,Propeamussium,Propeamussium sp.,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro68,4712.803987,Propeamussium ,Propeamussium sp. a,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro69,3748.287091,Propeamussium ,Propeamussium sp. c,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro21,932.2235434,Similipecten,Similipecten similis,0.45
Pteriomorphia,Ostreoida,Pectinoidea,Propeamussiidae,Pro57,932.2235434,Similipecten,Similipecten minor,0.45
,,,Incertae cedis,Inc1,164.11,Incertae cedis,Incertae cedis sp. 1a,
,,,Incertae cedis,Inc11,164.11,Incertae cedis,Incertae cedis sp. 100,
,,,Incertae cedis,Inc13,164.11,Incertae cedis,Incertae cedis sp. 115,
,,,Incertae cedis,Inc14,164.11,Incertae cedis,Incertae cedis sp. 119,
,,,Incertae cedis,Inc15,164.11,Incertae cedis,Incertae cedis sp. 121,
,,,Incertae cedis,Inc16,164.11,Incertae cedis,Incertae cedis sp. 122,
,,,Incertae cedis,Inc17,164.11,Incertae cedis,Incertae cedis sp. 131,
,,,Incertae cedis,Inc18,164.11,Incertae cedis,Incertae cedis sp. 146,
,,,Incertae cedis,Inc2,164.11,Incertae cedis,Incertae cedis sp. 1b,
,,,Incertae cedis,Inc20,164.11,Incertae cedis,Incertae cedis sp. 186,
,,,Incertae cedis,Inc22,164.11,Incertae cedis,Incertae cedis sp. 189,
,,,Incertae cedis,Inc25,164.11,Incertae cedis,Incertae cedis sp. 203a,
,,,Incertae cedis,Inc26,164.11,Incertae cedis,Incertae cedis sp. 203b,
,,,Incertae cedis,Inc27,164.11,Incertae cedis,Incertae cedis sp. 236,
,,,Incertae cedis,Inc28,164.11,Incertae cedis,Incertae cedis sp. 237,
,,,Incertae cedis,Inc29,164.11,Incertae cedis,Incertae cedis sp. 240,
,,,Incertae cedis,Inc3,164.11,Incertae cedis,Incertae cedis sp. 2,
,,,Incertae cedis,Inc30,164.11,Incertae cedis,Incertae cedis sp. 256,
,,,Incertae cedis,Inc31,164.11,Incertae cedis,Incertae cedis sp. 262,
,,,Incertae cedis,Inc32,164.11,Incertae cedis,Incertae cedis sp. 291a,
,,,Incertae cedis,Inc33,164.11,Incertae cedis,Incertae cedis sp. 291b,
,,,Incertae cedis,Inc34,164.11,Incertae cedis,Incertae cedis sp. 299,
,,,Incertae cedis,Inc35,164.11,Incertae cedis,Incertae cedis sp. 301,
,,,Incertae cedis,Inc36,164.11,Incertae cedis,Incertae cedis sp. 313,
,,,Incertae cedis,Inc37,164.11,Incertae cedis,Incertae cedis sp. 314,
,,,Incertae cedis,Inc38,164.11,Incertae cedis,Incertae cedis sp. 318,
,,,Incertae cedis,Inc39,164.11,Incertae cedis,Incertae cedis sp. 323,
,,,Incertae cedis,Inc4,164.11,Incertae cedis,Incertae cedis sp. 3,
,,,Incertae cedis,Inc41,164.11,Incertae cedis,Incertae cedis sp. 328,
,,,Incertae cedis,Inc42,164.11,Incertae cedis,Incertae cedis sp. 330,
,,,Incertae cedis,Inc43,164.11,Incertae cedis,Incertae cedis sp. 334a,
,,,Incertae cedis,Inc44,164.11,Incertae cedis,Incertae cedis sp. 334b,
,,,Incertae cedis,Inc45,164.11,Incertae cedis,Incertae cedis sp. 335,
,,,Incertae cedis,Inc46,164.11,Incertae cedis,Incertae cedis sp. 346,
,,,Incertae cedis,Inc5,164.11,Incertae cedis,Incertae cedis sp. 10,
,,,Incertae cedis,Inc6,164.11,Incertae cedis,Incertae cedis sp. 64,
,,,Incertae cedis,Inc7,164.11,Incertae cedis,Incertae cedis sp. 72,
,,,Incertae cedis,Inc9,164.11,Incertae cedis,Incertae cedis sp. 95,
,,,Incerte cedis,Inc47,164.11,Incerte cedis,Incerte cedis,
,,,Incerte cedis,Inc48,164.11,Incerte cedis,Incerte cedis sp. 1,
,,,Incerte cedis,Inc49,164.11,Incerte cedis,Incerte cedis sp. 4,
,,,Incerte cedis,Inc50,164.11,Incerte cedis,Incerte cedis sp. 334,
,,,,SERP1,164.11,Serapta,Serapta sp.,
